probe	gene
A_23_P502320	AGRP
A_23_P502413	SERPINB4
A_23_P502464	NOS2A
A_23_P502470	IL6ST
A_23_P502488	ATG4C
A_23_P50250	CKM
A_23_P502520	IL4I1
A_23_P502575	CSNK2A1
A_23_P502590	KIR2DS4
A_23_P502609	PIGQ
A_23_P502654	SHMT1
A_23_P502750	MDM2
A_23_P502879	EDG2
A_23_P50291	RDH8
A_23_P502980	DGKH
A_23_P503072	CCL28
A_23_P503115	BCR
A_23_P50338	TUBB4
A_23_P50349	TRIP10
A_23_P50455	POLD1
A_23_P50456	POLD1
A_23_P50498	FTL
A_23_P50504	FTL
A_23_P5051	BC063426
A_23_P50571	KIR2DL2
A_23_P50710	CYP4F2
A_23_P50799	OR10H2
A_23_P50872	NDUFB7
A_23_P5089	ATP5D
A_23_P50907	ITGAV
A_23_P5092	FUT6
A_23_P50946	RAMP1
A_23_P50962	NCK2
A_23_P51009	NDUFB3
A_23_P51069	COX5B
A_23_P51187	PRKCZ
A_23_P51217	CLCA1
A_23_P51291	PARS2
A_23_P5131	ISYNA1
A_23_P51397	ENAH
A_23_P51534	XCL2
A_23_P51548	MGST3
A_23_P51580	HSD3B2
A_23_P51627	PPCS
A_23_P51660	MUTYH
A_23_P51699	ARHGEF2
A_23_P51754	RAP1A
A_23_P51761	OR6K2
A_23_P51767	CD1C
A_23_P51787	AMPD1
A_23_P51856	DUSP10
A_23_P51926	PTAFR
A_23_P51936	TNFRSF9
A_23_P51951	IL24
A_23_P52031	PGM1
A_23_P52101	CYB5R1
A_23_P52109	PRKAA2
A_23_P52189	GGPS1
A_23_P52240	ADRB1
A_23_P52311	TAF5
A_23_P52336	UNC5B
A_23_P52373	NDST2
A_23_P52382	DNAJB12
A_23_P52430	WNT8B
A_23_P52480	CYP2C18
A_23_P52499	SLC18A2
A_23_P52556	CTSD
A_23_P5258	OR10H4
A_23_P52610	DDB2
A_23_P52639	COX8A
A_23_P52647	EHD1
A_23_P52714	FGF19
A_23_P52738	DCPS
A_23_P52761	MMP7
A_23_P52793	PPP2R1B
A_23_P52806	BACE1
A_23_P52914	OR4C15
A_23_P52978	PRPF19
A_23_P5300	CPS1
A_23_P53039	LDHC
A_23_P53176	FOLR1
A_23_P53198	DGAT2
A_23_P53226	CBL
A_23_P53247	DTX3
A_23_P5325	ERCC3
A_23_P53370	RND1
A_23_P53390	PTPRB
A_23_P53397	SP1
A_23_P53417	PPP1R1A
A_23_P53476	LDHB
A_23_P53557	LTBR
A_23_P53588	WNT5B
A_23_P53603	ATP2A2
A_23_P53623	P2RX4
A_23_P53668	NFYB
A_23_P5370	RPRM
A_23_P53838	IRS2
A_23_P5392	TP53I3
A_23_P54041	THTPA
A_23_P54088	OR4K17
A_23_P54116	DAAM1
A_23_P54144	BMP4
A_23_P54206	TSHR
A_23_P54313	CD276
A_23_P54357	LDHAL6B
A_23_P5441	ABCB6
A_23_P54460	SPRED1
A_23_P54540	EIF2AK4
A_23_P54636	ATP6V0D1
A_23_P54649	TRADD
A_23_P54736	GNG13
A_23_P54809	CLDN9
A_23_P54816	ATP6V0C
A_23_P54846	HERPUD1
A_23_P54878	ITGAL
A_23_P54918	LDHD
A_23_P54968	ST6GALNAC1
A_23_P54991	DYNLL2
A_23_P550	ARNT
A_23_P55076	SKIP
A_23_P55099	PRKCA
A_23_P55107	ULK2
A_23_P55123	COX10
A_23_P55127	C17orf48
A_23_P55149	AP2B1
A_23_P55190	EFTUD2
A_23_P55251	ITGA3
A_23_P55270	CCL18
A_23_P553	TARS2
A_23_P55319	FLOT2
A_23_P55342	DVL2
A_23_P55373	ALOX15
A_23_P55477	ADORA2B
A_23_P55504	OR3A2
A_23_P5551	NCL
A_23_P55518	SMAD7
A_23_P55551	CHMP1B
A_23_P55632	SERPINB3
A_23_P55649	FPRL1
A_23_P55706	RELB
A_23_P55749	COL5A3
A_23_P55779	CYP2A13
A_23_P55802	AP1M1
A_23_P55828	CCL25
A_23_P56140	CSNK1G2
A_23_P56188	UBA52
A_23_P56195	UBA52
A_23_P56256	POLR2I
A_23_P56314	UQCR
A_23_P56339	GPSN2
A_23_P56369	ABCA12
A_23_P56505	ITGA4
A_23_P56559	DHRS9
A_23_P56590	C1D
A_23_P56630	STAT1
A_23_P56654	MCEE
A_23_P56680	ATP5G3
A_23_P56734	HNMT
A_23_P56736	TUBA3D
A_23_P56798	ACP1
A_23_P56883	GABRA4
A_23_P56898	KYNU
A_23_P57036	CD40
A_23_P571	SLC2A1
A_23_P5718	CHRNG
A_23_P57236	GGTL3
A_23_P57268	CXADR
A_23_P57379	CDC45L
A_23_P57497	MYH9
A_23_P57547	SLC25A17
A_23_P57570	A4GALT
A_23_P57588	GTSE1
A_23_P5761	NFE2L2
A_23_P57667	PLXNA1
A_23_P57733	DRD3
A_23_P57784	CLDN1
A_23_P57868	ACY1
A_23_P57877	ALAS1
A_23_P57927	HYAL2
A_23_P57950	RHO
A_23_P57961	PLXNB1
A_23_P57989	TBL1XR1
A_23_P58031	MAP3K13
A_23_P58036	MCCC1
A_23_P58102	EXOSC7
A_23_P5813	SOCS5
A_23_P58132	RHOH
A_23_P58169	NPY2R
A_23_P58293	UBE2D3
A_23_P58321	CCNA2
A_23_P58359	ADH1A
A_23_P58396	PDGFC
A_23_P58407	UGT2B15
A_23_P58419	KDR
A_23_P5845	KHK
A_23_P58482	MGAT1
A_23_P58588	SLIT3
A_23_P58606	CCNG1
A_23_P58622	UBE2D2
A_23_P58647	CTNNA1
A_23_P5875	POMC
A_23_P58815	FBXO4
A_23_P58835	F2RL1
A_23_P58854	WNT8A
A_23_P58960	AGPAT4
A_23_P59005	TAP1
A_23_P59045	HIST1H2AE
A_23_P59069	HIST1H2BO
A_23_P59099	OR11A1
A_23_P59153	LSM2
A_23_P59163	CREBL1
A_23_P59179	RXRB
A_23_P59192	SNRPC
A_23_P59202	TAF11
A_23_P59210	CDKN1A
A_23_P59338	PDE7B
A_23_P59375	ID4
A_23_P59418	NRF1
A_23_P59452	ABP1
A_23_P59481	UBE3C
A_23_P59507	SH2B2
A_23_P59547	NT5C3
A_23_P59582	SEMA3E
A_23_P59613	FZD9
A_23_P59657	CUL1
A_23_P59691	PAX4
A_23_P59700	BET1
A_23_P59738	MYL7
A_23_P59783	OR2A14
A_23_P59807	WNT2
A_23_P59825	TAS2R16
A_23_P5983	PLTP
A_23_P59836	METTL2B
A_23_P59877	FABP5
A_23_P60028	TCEB1
A_23_P60069	VDAC3
A_23_P60180	ABL1
A_23_P60225	GRHPR
A_23_P60240	PIGO
A_23_P60283	XPA
A_23_P60286	EIF4B
A_23_P60306	TLR4
A_23_P6034	TUBB1
A_23_P60373	IFNW1
A_23_P60387	NOTCH1
A_23_P60479	DNAJA1
A_23_P60537	PRPF4
A_23_P60579	MPI
A_23_P60599	UGT1A6
A_23_P60610	CLTB
A_23_P60627	ALOX15B
A_23_P60718	ALG12
A_23_P60727	KCNMA1
A_23_P60742	MYLPF
A_23_P60811	PRKAA2
A_23_P60816	PDCD6IP
A_23_P60837	PDE3A
A_23_P60977	LAT
A_23_P6099	PLCB1
A_23_P61149	INPP5D
A_23_P6119	SEC23B
A_23_P61230	HGS
A_23_P61371	TMEM173
A_23_P61406	SHC3
A_23_P615	INSRR
A_23_P61508	CHRNA9
A_23_P61529	GLB1
A_23_P61531	GLB1
A_23_P61569	VAMP4
A_23_P61590	RAB7B
A_23_P61637	HAL
A_23_P61646	STX4
A_23_P61688	SLC12A7
A_23_P61707	HPSE2
A_23_P61810	BAIAP2
A_23_P61919	DGKB
A_23_P61945	MITF
A_23_P61960	ATP6V0E2
A_23_P62021	THBS2
A_23_P62042	PRH1
A_23_P62220	CD40LG
A_23_P62255	GRPR
A_23_P62298	NLGN3
A_23_P62309	AGTR2
A_23_P62335	TMLHE
A_23_P62371	TAZ
A_23_P62406	F9
A_23_P62437	TLR7
A_23_P62588	CALML6
A_23_P62605	RPL11
A_23_P62607	IL22RA1
A_23_P62659	PPT1
A_23_P6272	ICOSLG
A_23_P62868	EXOSC10
A_23_P62907	ATF6
A_23_P62932	ATP1B1
A_23_P62999	EXTL1
A_23_P6303	U2AF1
A_23_P63050	UROD
A_23_P6307	U2AF1
A_23_P63083	ASH1L
A_23_P63167	CD1A
A_23_P63178	TAF12
A_23_P63190	NRAS
A_23_P63209	HSD11B1
A_23_P6321	CLDN5
A_23_P63232	CREB3L4
A_23_P63254	SFN
A_23_P63319	SOAT1
A_23_P6335	SERPIND1
A_23_P63379	CA14
A_23_P63557	CNTN2
A_23_P63618	SCD
A_23_P6362	DERL3
A_23_P63655	ATP5C1
A_23_P63681	IDE
A_23_P63825	GOT1
A_23_P63896	FAS
A_23_P63897	CTBP2
A_23_P6398	AP1B1
A_23_P64019	MTMR2
A_23_P64083	SF3B2
A_23_P64193	ALG9
A_23_P64448	OR6A2
A_23_P64525	RAG2
A_23_P64611	P2RY6
A_23_P64617	FZD4
A_23_P6464	PLA2G6
A_23_P64762	EEA1
A_23_P64770	DDX23
A_23_P64792	KCNMB4
A_23_P64860	SELPLG
A_23_P64873	DCN
A_23_P64888	TAS2R10
A_23_P64913	PDE6H
A_23_P64938	MBOAT5
A_23_P64990	RAD52
A_23_P65022	ACADS
A_23_P65031	DYNLL1
A_23_P65100	GALNT8
A_23_P65157	COX17
A_23_P65189	PDX1
A_23_P65217	TGDS
A_23_P65240	COL4A1
A_23_P65254	POMP
A_23_P654	ZBTB17
A_23_P65401	CFL2
A_23_P65427	PSME2
A_23_P65442	ISGF3G
A_23_P65558	MGAT2
A_23_P65584	COQ6
A_23_P65609	GTF2A1
A_23_P65615	GTF2A1
A_23_P65629	KCNK10
A_23_P65651	WARS
A_23_P65757	CCNB2
A_23_P65768	C15orf15
A_23_P65812	SMAD6
A_23_P65918	ITPKA
A_23_P6596	HES1
A_23_P65996	CYLD
A_23_P66095	MC1R
A_23_P66100	LOC283871
A_23_P66110	TSC2
A_23_P66180	CACNG3
A_23_P66219	PDPK1
A_23_P6624	UMPS
A_23_P66306	ALG1
A_23_P66319	BCAR1
A_23_P66328	ACSM2
A_23_P66355	ITGB4
A_23_P66439	NT5C
A_23_P66497	CACNG5
A_23_P66525	HS3ST3A1
A_23_P66530	MYH4
A_23_P66540	PIK3R5
A_23_P66543	PIK3R5
A_23_P66599	VPS25
A_23_P66608	GCN5L2
A_23_P66635	CCL11
A_23_P66637	SGCA
A_23_P66715	PIGS
A_23_P66767	GGT6
A_23_P66774	GGT6
A_23_P66777	CDC27
A_23_P66787	ACLY
A_23_P66881	RGS9
A_23_P67162	PIN1
A_23_P67169	IL11
A_23_P67188	BCKDHA
A_23_P67224	TNFSF9
A_23_P67288	CALR
A_23_P67367	DHDH
A_23_P67453	TNNI3
A_23_P6746	IQSEC1
A_23_P67466	PSMD8
A_23_P67529	KCNN4
A_23_P67646	GAPDHS
A_23_P67661	COX7A1
A_23_P67748	RAB11B
A_23_P67829	UXS1
A_23_P67847	GALNT14
A_23_P67864	ADCY3
A_23_P67913	GMPPA
A_23_P67932	IL8RA
A_23_P67960	G6PC2
A_23_P67971	GALM
A_23_P67992	C1D
A_23_P68006	IL1R1
A_23_P68007	ATP1B3
A_23_P68031	STAT4
A_23_P68040	PCBP1
A_23_P68087	ATIC
A_23_P68121	PSD4
A_23_P68155	IFIH1
A_23_P68167	CNGA3
A_23_P6818	SEMA3G
A_23_P68183	ALPPL2
A_23_P68211	SPR
A_23_P68219	TTN
A_23_P68240	LOC150763
A_23_P68300	SELI
A_23_P68401	CTNNBL1
A_23_P68472	DPM1
A_23_P68487	BMP7
A_23_P6849	CCR1
A_23_P68529	ITPA
A_23_P68730	PDXK
A_23_P68740	AIRE
A_23_P6878	SEMA3F
A_23_P68786	PRODH
A_23_P68866	UCRC
A_23_P68910	SSTR3
A_23_P68942	RPL3
A_23_P68970	ARFGAP3
A_23_P68998	MIOX
A_23_P69012	CCR8
A_23_P69058	MLH1
A_23_P69068	PLXNA1
A_23_P69100	SGEF
A_23_P69141	DYNC1LI1
A_23_P69242	SUMF1
A_23_P69293	CHDH
A_23_P69329	HYAL1
A_23_P69339	ACAA1
A_23_P6935	CD47
A_23_P69431	RPL4
A_23_P69468	NDUFB4
A_23_P69491	RHOA
A_23_P69493	RHOA
A_23_P69573	GUCY1A3
A_23_P69617	UNC5C
A_23_P6963	UBE2E1
A_23_P69663	PRKG2
A_23_P69683	SEC24B
A_23_P69699	NPY1R
A_23_P69768	CLDN22
A_23_P69810	MAG1
A_23_P69826	DHX15
A_23_P69988	RARS
A_23_P70007	HMMR
A_23_P70045	H2AFY
A_23_P7005	ALG3
A_23_P70060	PPAP2A
A_23_P70095	CD74
A_23_P70148	NNT
A_23_P70161	ITGA2
A_23_P70168	TARS
A_23_P70213	APC
A_23_P70231	ALDH7A1
A_23_P70249	CDC25C
A_23_P70355	SERPINB6
A_23_P70398	VEGFA
A_23_P70409	POLR1C
A_23_P70445	HIST1H3E
A_23_P70468	OR2B6
A_23_P70480	HIST1H4L
A_23_P705	OR10R2
A_23_P70539	HLA-C
A_23_P70547	HSPA1L
A_23_P70588	GRM4
A_23_P70634	NMBR
A_23_P70648	HTR1E
A_23_P7066	RPL9
A_23_P70719	LAMA2
A_23_P70733	TAAR2
A_23_P70794	RAB23
A_23_P70818	SMO
A_23_P70843	BPGM
A_23_P70849	NOS3
A_23_P70961	INMT
A_23_P7099	AGA
A_23_P71014	WBSCR22
A_23_P71017	CLDN3
A_23_P71033	HIP1
A_23_P71037	IL6
A_23_P71146	POLD2
A_23_P71148	BLVRA
A_23_P71170	TRPV6
A_23_P71241	SEC61G
A_23_P71258	CYP3A43
A_23_P71319	FDFT1
A_23_P71430	UBE2W
A_23_P71433	UBE2W
A_23_P7144	CXCL1
A_23_P71492	NEFL
A_23_P71526	DDEF1
A_23_P71530	TNFRSF11B
A_23_P71598	MPDZ
A_23_P71699	RORB
A_23_P7172	PGM2
A_23_P71757	IFNA6
A_23_P71774	IFNB1
A_23_P71810	BAAT
A_23_P71855	C5
A_23_P71867	IL11RA
A_23_P71926	PRKACG
A_23_P71989	UPP1
A_23_P72044	NPLOC4
A_23_P72050	PTK2
A_23_P72068	GMDS
A_23_P72077	IL12RB2
A_23_P72096	IL1A
A_23_P7212	CFI
A_23_P7221	RPL34
A_23_P72285	YWHAE
A_23_P7229	RPL34
A_23_P72340	AVPR1B
A_23_P72462	ATP2A1
A_23_P7250	CDS1
A_23_P72537	AIFM1
A_23_P72550	ULK1
A_23_P72627	HGS
A_23_P72737	IFITM1
A_23_P72747	UGT8
A_23_P72840	DPM3
A_23_P72961	PRPS1
A_23_P72989	CCR4
A_23_P7301	WHSC1
A_23_P73114	PROS1
A_23_P73117	CTNNA3
A_23_P7313	SPP1
A_23_P73170	NDST3
A_23_P73239	NCKAP1
A_23_P7325	BST1
A_23_P73297	MAGI1
A_23_P73345	MITF
A_23_P7337	EDNRA
A_23_P73413	SLC26A7
A_23_P7342	UGT2B10
A_23_P73429	HCLS1
A_23_P73457	RUFY1
A_23_P73493	CETN2
A_23_P73511	ARAF
A_23_P73530	MTMR1
A_23_P73559	FGD1
A_23_P73589	MSN
A_23_P73593	MSN
A_23_P7361	ELOVL6
A_23_P73780	IRAK1
A_23_P73972	GPX7
A_23_P74022	DBT
A_23_P74034	CACYBP
A_23_P74081	TP73
A_23_P74112	IL28RA
A_23_P74115	RAD54L
A_23_P74145	CD48
A_23_P74178	HCRTR1
A_23_P74269	SRM
A_23_P74278	PDE4B
A_23_P74299	ADORA1
A_23_P74380	WARS2
A_23_P74526	PPIE
A_23_P74575	CD1D
A_23_P74629	RPS27
A_23_P74740	PARK7
A_23_P74766	HTR6
A_23_P74794	ABCD3
A_23_P74843	IARS2
A_23_P74852	PIGC
A_23_P74887	SDC3
A_23_P75008	GAD2
A_23_P75268	VDAC2
A_23_P75299	LHPP
A_23_P75325	SGPL1
A_23_P7535	HRH2
A_23_P75369	TCIRG1
A_23_P75402	NDUFS3
A_23_P7543	ZFYVE16
A_23_P75523	CD59
A_23_P7560	IL12B
A_23_P7562	ACSL6
A_23_P75622	ATP5L
A_23_P75630	APOA5
A_23_P75647	HYOU1
A_23_P75663	OR4D5
A_23_P75707	OR8H1
A_23_P75741	UBE2L6
A_23_P75764	OR5A1
A_23_P7582	TCF7
A_23_P75839	TSG101
A_23_P75867	OR10A4
A_23_P75889	PSMD13
A_23_P75903	TOLLIP
A_23_P75921	TRAF6
A_23_P7596	MYO10
A_23_P75989	PAK1
A_23_P76034	PVRL1
A_23_P76051	INHBC
A_23_P76071	B3GNT4
A_23_P76078	IL23A
A_23_P76090	STAT2
A_23_P761	PSMB4
A_23_P76159	EEA1
A_23_P76312	GUCY2C
A_23_P76322	PIK3C2G
A_23_P76350	GNB3
A_23_P7636	PTTG1
A_23_P76364	CD9
A_23_P76499	NDUFA9
A_23_P76529	ITGB7
A_23_P7655	BNIP1
A_23_P76622	DCT
A_23_P76749	GALNTL1
A_23_P76823	ADSSL1
A_23_P76961	RPS29
A_23_P76992	PGF
A_23_P7706	GALNT10
A_23_P77103	SORD
A_23_P77145	RAB11A
A_23_P77174	PIGB
A_23_P77274	UBE2Q2
A_23_P77304	AP3B2
A_23_P77371	CNOT1
A_23_P77440	NFATC3
A_23_P77459	APPBP1
A_23_P77493	TUBB3
A_23_P7752	SEMA6A
A_23_P77545	SSTR5
A_23_P77623	ST3GAL2
A_23_P77682	PHKG2
A_23_P77721	AK127004
A_23_P77756	GALR2
A_23_P77761	ACOX1
A_23_P77776	SFRS2
A_23_P77779	RPL19
A_23_P77797	OR4D2
A_23_P77818	ATP5H
A_23_P77833	PGS1
A_23_P77847	GRB2
A_23_P77876	PSMD12
A_23_P77918	HS3ST3B1
A_23_P77933	MYH8
A_23_P77971	ITGA2B
A_23_P77980	SLC4A1
A_23_P78018	ABCA5
A_23_P78037	CCL7
A_23_P78099	VTN
A_23_P78108	ALDOC
A_23_P78158	RABEP1
A_23_P78281	GNA13
A_23_P78330	CD226
A_23_P78342	LMAN1
A_23_P7835	EPHA7
A_23_P78372	THOC1
A_23_P78405	LIPG
A_23_P78543	AP1M2
A_23_P78571	COX6B2
A_23_P78585	CYP2F1
A_23_P78628	MAP2K7
A_23_P78685	FARSA
A_23_P7873	MCM3
A_23_P78734	MYH14
A_23_P78742	FLT3LG
A_23_P78808	SYMPK
A_23_P78840	KIR2DS4
A_23_P78867	RYR1
A_23_P78944	AMH
A_23_P78952	PIP5K1C
A_23_P78980	B3GNT3
A_23_P79086	NFKBIB
A_23_P79122	MDS032
A_23_P79199	DBI
A_23_P79217	LCT
A_23_P79221	ACVR1
A_23_P79231	CREB1
A_23_P79247	PGAP1
A_23_P79251	EHD3
A_23_P79272	PDE1A
A_23_P79398	IL1R2
A_23_P79426	CAB39
A_23_P79496	ALF
A_23_P79510	VPS24
A_23_P79518	IL1B
A_23_P79545	SUCLG1
A_23_P79562	FABP1
A_23_P7957	GNMT
A_23_P79587	ALPP
A_23_P79628	PSME4
A_23_P79692	ABI2
A_23_P79703	HADHB
A_23_P79732	RPS27A
A_23_P79842	PIGT
A_23_P79889	RAB22A
A_23_P79911	PSMF1
A_23_P79942	PANK2
A_23_P79999	ENTPD6
A_23_P80008	MYLK2
A_23_P80032	E2F1
A_23_P80062	TAF4
A_23_P80098	GART
A_23_P8013	HIST1H2BL
A_23_P80213	TOP3B
A_23_P80321	POLR2F
A_23_P80342	MAP3K7IP1
A_23_P80362	NHP2L1
A_23_P80449	THRB
A_23_P80473	CHST13
A_23_P80503	ROBO1
A_23_P80566	RASA2
A_23_P80635	IRAK2
A_23_P80643	SETMAR
A_23_P80739	PLCD1
A_23_P80759	PVRL3
A_23_P80763	PVRL3
A_23_P80773	SRPRB
A_23_P80940	PPAT
A_23_P8095	RNF5
A_23_P80966	SETD7
A_23_P80974	TDO2
A_23_P81018	PDHA2
A_23_P8108	HLA-DQB1
A_23_P81103	SFRP2
A_23_P81121	EXOSC9
A_23_P81153	FBXW7
A_23_P81158	ADH1C
A_23_P81248	TAF7
A_23_P81408	MAT2B
A_23_P81581	BHMT
A_23_P81590	PDE6A
A_23_P81612	SRP19
A_23_P81690	COX7A2
A_23_P81805	VEGFA
A_23_P81811	TJAP1
A_23_P81825	GUCA1B
A_23_P81859	HIST1H2AH
A_23_P819	ISG15
A_23_P81912	TUBB
A_23_P8196	ME1
A_23_P81973	HSD17B8
A_23_P82099	NOX3
A_23_P82128	RPS12
A_23_P82162	SMPD2
A_23_P82249	ABCB8
A_23_P82296	GNB2
A_23_P82324	CARD11
A_23_P82379	CACNA2D1
A_23_P8241	FBXO5
A_23_P82420	STX1A
A_23_P82523	ABCB1
A_23_P8253	RAET1E
A_23_P8269	TAAR8
A_23_P82738	RAD54B
A_23_P82775	SOX17
A_23_P8281	IFNGR1
A_23_P82839	AGPAT6
A_23_P82868	PLAT
A_23_P82979	LAMC3
A_23_P83045	VCP
A_23_P83098	ALDH1A1
A_23_P83134	GAS1
A_23_P83159	KLHL9
A_23_P83192	PHPT1
A_23_P83244	OR1L4
A_23_P83266	ENDOG
A_23_P83277	IL11RA
A_23_P83278	CHMP5
A_23_P8328	HCRTR2
A_23_P83414	PPP1CB
A_23_P83438	UBE2Z
A_23_P83514	AGXT
A_23_P83556	CRK
A_23_P83579	ARNT2
A_23_P83590	AGXT
A_23_P83599	PRKAR1B
A_23_P83634	ALOX12B
A_23_P83818	COL5A1
A_23_P83838	CA8
A_23_P83857	MAOA
A_23_P8400	CDK5
A_23_P84000	CACNG2
A_23_P8412	GALNT11
A_23_P8416	GALNT11
A_23_P84256	MAP2K5
A_23_P84399	CNTNAP2
A_23_P84448	TUBA4A
A_23_P845	TOMM40L
A_23_P8452	LFNG
A_23_P84565	POLR3D
A_23_P84629	RFNG
A_23_P84648	IDS
A_23_P84670	GRIN1
A_23_P84705	TNFRSF13B
A_23_P84736	CTNNA2
A_23_P84775	PLRG1
A_23_P84849	CACNA1B
A_23_P8497	GHRHR
A_23_P85004	DIAPH2
A_23_P85008	MAOB
A_23_P85015	MAOB
A_23_P85024	ARHGEF6
A_23_P85039	IRS4
A_23_P85171	EMD
A_23_P85209	IL13RA2
A_23_P85240	TLR7
A_23_P85269	TTN
A_23_P85453	CD244
A_23_P85460	CDKN2C
A_23_P85640	INPP5B
A_23_P85672	MASP2
A_23_P85716	FCGR2A
A_23_P85765	CACNA1S
A_23_P85777	GNPAT
A_23_P85783	PHGDH
A_23_P859	ADSS
A_23_P85903	TLR5
A_23_P85922	BMP8A
A_23_P85963	OR6Y1
A_23_P85990	SIKE
A_23_P86012	LAMB3
A_23_P86037	UBE2Q1
A_23_P86133	RPA2
A_23_P86216	PSMA5
A_23_P86252	PIGC
A_23_P86283	LAPTM5
A_23_P86390	NRP1
A_23_P86421	NCOA4
A_23_P86424	NCOA4
A_23_P86470	CH25H
A_23_P86599	DMBT1
A_23_P86632	DCLRE1C
A_23_P86635	DCLRE1C
A_23_P86660	HNRPA3
A_23_P86774	NDUFS8
A_23_P86818	PEX16
A_23_P86884	SART1
A_23_P86900	B3GNT1
A_23_P86917	FADD
A_23_P86943	SRPR
A_23_P86975	ICEBERG
A_23_P87082	ROBO3
A_23_P87104	OR5T2
A_23_P8716	OR2F1
A_23_P87279	TRPM5
A_23_P87346	HBD
A_23_P87351	RRM1
A_23_P87379	PDE2A
A_23_P87461	B4GALNT1
A_23_P87513	ATP6V0A2
A_23_P87528	BCAT1
A_23_P8754	AASS
A_23_P87616	ATP5G2
A_23_P87732	POLR3B
A_23_P87791	ACACB
A_23_P87982	ATP12A
A_23_P8801	CYP3A5
A_23_P88033	FGF14
A_23_P88083	CDC16
A_23_P88119	HSPH1
A_23_P8812	W60781
A_23_P8820	FABP4
A_23_P88303	HSPA2
A_23_P8834	EPHX2
A_23_P88381	NUMB
A_23_P88404	TGFB3
A_23_P88411	SEL1L
A_23_P88484	DUT
A_23_P88538	NTRK3
A_23_P88559	LIPC
A_23_P88626	ANPEP
A_23_P88630	BLM
A_23_P88643	OR4N4
A_23_P88691	CHRNA5
A_23_P887	IKBKE
A_23_P88731	RAD51
A_23_P88767	PLA2G10
A_23_P88810	MLYCD
A_23_P88817	MLYCD
A_23_P88904	NTHL1
A_23_P88963	ALDOA
A_23_P88971	CLN3
A_23_P8900	COX6C
A_23_P8913	CA2
A_23_P89159	EXOC7
A_23_P89163	EXOC7
A_23_P89192	EPX
A_23_P89249	ERBB2
A_23_P89270	SERPINF2
A_23_P89302	CACNG1
A_23_P89310	EPN2
A_23_P89334	MYH13
A_23_P8938	ADRA1A
A_23_P89380	IL8
A_23_P89410	BECN1
A_23_P89422	ABCA10
A_23_P89431	CCL2
A_23_P89550	NLRP1
A_23_P89587	WNT9B
A_23_P89589	PER1
A_23_P8961	IL7
A_23_P89708	PNPO
A_23_P89780	LAMA3
A_23_P89798	FECH
A_23_P89799	ACAA2
A_23_P89941	CDKN2D
A_23_P89981	CYP2F1
A_23_P90062	DNAJB1
A_23_P90089	GCDH
A_23_P90130	NAPSA
A_23_P90143	RPL13A
A_23_P90163	BCAT2
A_23_P90172	PPP1R15A
A_23_P90189	BBC3
A_23_P90280	PIAS4
A_23_P90311	TICAM1
A_23_P90339	SF3A2
A_23_P90357	TBXA2R
A_23_P90383	RPL18A
A_23_P90436	COMP
A_23_P90463	LSM7
A_23_P90484	SARS2
A_23_P90577	ABCG8
A_23_P90587	HS6ST1
A_23_P90601	STEAP3
A_23_P90612	MCM6
A_23_P90659	LAPTM4A
A_23_P90710	DES
A_23_P90722	PTPRN
A_23_P90804	MAP4K4
A_23_P90855	FARP2
A_23_P90888	CHRNA1
A_23_P90980	NEU2
A_23_P91095	CD28
A_23_P91114	PREB
A_23_P91140	PECR
A_23_P91262	PTGIS
A_23_P91278	NFATC2
A_23_P91346	BC008667
A_23_P91390	THBD
A_23_P91430	PXMP4
A_23_P91468	PSMA7
A_23_P91512	CLDN14
A_23_P91552	FTCD
A_23_P91619	MIF
A_23_P9166	TLN1
A_23_P91742	MGAT3
A_23_P91764	TNFRSF13C
A_23_P91769	NDUFA6
A_23_P91802	ECGF1
A_23_P91850	IL20RB
A_23_P91943	IL12A
A_23_P91964	RASA2
A_23_P92042	ITPR1
A_23_P92057	PIK3CA
A_23_P92082	TKT
A_23_P9214	NANS
A_23_P92140	MYD88
A_23_P92154	MBD4
A_23_P92202	GMPPB
A_23_P92275	GPR156
A_23_P92292	RFWD2
A_23_P9232	GCNT1
A_23_P92362	NDUFC1
A_23_P92410	CASP3
A_23_P92441	MAD2L1
A_23_P92490	BDH2
A_23_P92499	TLR2
A_23_P92536	CNGA1
A_23_P9255	SYK
A_23_P92562	ADH7
A_23_P92623	PPP3CA
A_23_P92672	OCLN
A_23_P92754	FGFR4
A_23_P92842	SAR1B
A_23_P92895	RBM22
A_23_P92928	C6
A_23_P9293	TJP2
A_23_P92954	HSD17B4
A_23_P930	APH1A
A_23_P93027	FGF18
A_23_P93046	EXOC3
A_23_P93105	GABRR2
A_23_P93141	GSTA5
A_23_P93180	HIST1H2BC
A_23_P93258	HIST1H3B
A_23_P93282	HIST1H3J
A_23_P93295	OR12D2
A_23_P93302	GABBR1
A_23_P93348	LTB
A_23_P93464	BCKDHB
A_23_P9348	PPP3R2
A_23_P93531	TAAR1
A_23_P93543	PEX7
A_23_P93562	SESN1
A_23_P93591	GJA1
A_23_P9362	PSMB7
A_23_P93623	ATP6V1F
A_23_P93641	AKR1B10
A_23_P93690	MCM7
A_23_P93737	DYNC1I1
A_23_P93750	LSM5
A_23_P93780	HGF
A_23_P93787	HGF
A_23_P93792	PMS2
A_23_P93823	RFC2
A_23_P93940	PGAM2
A_23_P94009	LSM8
A_23_P9402	CNTFR
A_23_P94030	LAMB1
